holiday,temp,rain_1h,snow_1h,clouds_all,weather_main,Rush Hour,Vehicles,DateTime,Junction
,275.73,0.0,0.0,90,Clouds,0,2110,2016-01-06 03:00:00,1
,274.88,0.0,0.0,75,Clouds,0,1555,2016-01-06 04:00:00,1
,273.92,0.0,0.0,20,Clouds,0,959,2016-01-06 05:00:00,1
Columbus Day,273.08,0.0,0.0,20,Clouds,0,455,2016-01-06 06:00:00,1
,272.62,0.0,0.0,20,Clouds,0,336,2016-01-06 07:00:00,1
,271.78,0.0,0.0,1,Clear,0,265,2016-01-06 08:00:00,1
,271.05,0.0,0.0,1,Clear,0,314,2016-01-06 09:00:00,1
,270.63,0.0,0.0,1,Clear,0,779,2016-01-06 10:00:00,1
,270.33,0.0,0.0,1,Clear,0,2571,2016-01-06 11:00:00,1
,269.61,0.0,0.0,20,Clouds,0,5563,2016-01-06 12:00:00,1
,270.01,0.0,0.0,20,Clouds,1,6676,2016-01-06 13:00:00,1
,271.23,0.0,0.0,20,Clouds,1,5966,2016-01-06 14:00:00,1
,273.71,0.0,0.0,20,Clouds,1,4832,2016-01-06 15:00:00,1
,276.77,0.0,0.0,20,Clouds,0,4395,2016-01-06 16:00:00,1
,279.47,0.0,0.0,20,Clouds,0,4411,2016-01-06 17:00:00,1
,279.84,0.0,0.0,1,Clear,0,4648,2016-01-06 18:00:00,1
,282.34,0.0,0.0,40,Clouds,0,4602,2016-01-06 19:00:00,1
,282.94,0.0,0.0,40,Clouds,0,5125,2016-01-06 20:00:00,1
,283.48,0.0,0.0,1,Clear,0,5502,2016-01-06 21:00:00,1
,284.33,0.0,0.0,1,Clear,0,5979,2016-01-06 22:00:00,1
,284.48,0.0,0.0,40,Clouds,1,5663,2016-01-06 23:00:00,1
,284.23,0.0,0.0,40,Clouds,1,4259,2016-01-07 00:00:00,1
,281.99,0.0,0.0,20,Clouds,1,3069,2016-01-07 01:00:00,1
,279.81,0.0,0.0,1,Clear,0,2378,2016-01-07 02:00:00,1
,279.35,0.0,0.0,1,Clear,0,2030,2016-01-07 03:00:00,1
,278.9,0.0,0.0,1,Clear,0,1400,2016-01-07 04:00:00,1
,278.46,0.0,0.0,1,Clear,0,917,2016-01-07 05:00:00,1
,277.78,0.0,0.0,1,Clear,0,515,2016-01-07 06:00:00,1
,277.27,0.0,0.0,1,Clear,0,302,2016-01-07 07:00:00,1
,277.47,0.0,0.0,1,Clear,0,251,2016-01-07 08:00:00,1
,276.97,0.0,0.0,20,Clouds,0,798,2016-01-07 09:00:00,1
,276.52,0.0,0.0,40,Clouds,0,2678,2016-01-07 10:00:00,1
,276.6,0.0,0.0,40,Clouds,0,5733,2016-01-07 11:00:00,1
,277.31,0.0,0.0,75,Clouds,1,6449,2016-01-07 12:00:00,1
,278.38,0.0,0.0,90,Clouds,1,5765,2016-01-07 13:00:00,1
,279.35,0.0,0.0,90,Clouds,1,5599,2016-01-07 14:00:00,1
,281.37,0.0,0.0,90,Clouds,0,4534,2016-01-07 15:00:00,1
,283.11,0.0,0.0,90,Clouds,0,4691,2016-01-07 16:00:00,1
,284.08,0.0,0.0,75,Clouds,0,5067,2016-01-07 17:00:00,1
,285.14,0.0,0.0,75,Clouds,0,5030,2016-01-07 18:00:00,1
,286.35,0.0,0.0,90,Clouds,0,5300,2016-01-07 19:00:00,1
,287.23,0.0,0.0,100,Rain,0,5777,2016-01-07 20:00:00,1
,288.53,0.0,0.0,90,Clouds,0,6349,2016-01-07 21:00:00,1
,290.37,0.0,0.0,90,Clouds,1,6127,2016-01-07 22:00:00,1
,290.13,0.0,0.0,90,Clouds,1,4460,2016-01-07 23:00:00,1
,288.86,0.0,0.0,75,Clouds,1,3418,2016-01-08 00:00:00,1
,287.36,0.0,0.0,90,Clouds,0,2775,2016-01-08 01:00:00,1
,285.11,0.0,0.0,90,Clouds,0,2306,2016-01-08 02:00:00,1
,283.46,0.0,0.0,90,Clouds,0,1846,2016-01-08 03:00:00,1
,282.45,0.0,0.0,90,Clouds,0,947,2016-01-08 04:00:00,1
,281.88,0.0,0.0,90,Clouds,0,494,2016-01-08 05:00:00,1
,281.78,0.0,0.0,90,Clouds,0,332,2016-01-08 06:00:00,1
,281.09,0.0,0.0,75,Clouds,0,261,2016-01-08 07:00:00,1
,281.17,0.0,0.0,90,Clouds,0,361,2016-01-08 08:00:00,1
,281.25,0.0,0.0,92,Clear,0,5875,2016-01-08 09:00:00,1
,281.25,0.0,0.0,99,Rain,1,6793,2016-01-08 10:00:00,1
,281.25,0.0,0.0,99,Drizzle,1,6793,2016-01-08 11:00:00,1
,280.1,0.0,0.0,99,Rain,1,6283,2016-01-08 12:00:00,1
,280.1,0.0,0.0,99,Drizzle,1,6283,2016-01-08 13:00:00,1
,279.61,0.0,0.0,99,Rain,1,5680,2016-01-08 14:00:00,1
,279.61,0.0,0.0,99,Drizzle,1,5680,2016-01-08 15:00:00,1
,279.67,0.0,0.0,99,Clear,0,4632,2016-01-08 16:00:00,1
,280.19,0.0,0.0,1,Clear,0,4887,2016-01-08 17:00:00,1
,282.09,0.0,0.0,75,Clouds,0,5030,2016-01-08 18:00:00,1
,282.26,0.0,0.0,75,Clouds,0,5067,2016-01-08 19:00:00,1
,282.05,0.0,0.0,90,Clouds,0,5227,2016-01-08 20:00:00,1
,281.59,0.0,0.0,90,Clouds,0,5610,2016-01-08 21:00:00,1
,281.23,0.0,0.0,81,Clear,0,6286,2016-01-08 22:00:00,1
,282.6,0.0,0.0,81,Clear,1,4775,2016-01-08 23:00:00,1
,282.6,0.0,0.0,81,Clear,1,3340,2016-01-09 00:00:00,1
,282.6,0.0,0.0,81,Clear,0,3013,2016-01-09 01:00:00,1
,282.6,0.0,0.0,81,Clear,0,2603,2016-01-09 02:00:00,1
,282.6,0.0,0.0,81,Clear,0,1910,2016-01-09 03:00:00,1
,282.6,0.0,0.0,81,Clear,0,1037,2016-01-09 04:00:00,1
,273.9,0.0,0.0,1,Clear,0,347,2016-01-09 05:00:00,1
,274.4,0.0,0.0,75,Clouds,0,350,2016-01-09 06:00:00,1
,274.05,0.0,0.0,75,Clouds,0,850,2016-01-09 07:00:00,1
,273.71,0.0,0.0,40,Clouds,0,2791,2016-01-09 08:00:00,1
,272.66,0.0,0.0,1,Clear,0,5809,2016-01-09 09:00:00,1
,272.65,0.0,0.0,1,Clear,1,6798,2016-01-09 10:00:00,1
,272.52,0.0,0.0,1,Clear,1,6304,2016-01-09 11:00:00,1
,275.19,0.0,0.0,20,Clouds,1,5291,2016-01-09 12:00:00,1
,275.34,0.0,0.0,1,Clear,0,4638,2016-01-09 13:00:00,1
,284.1,0.0,0.0,50,Clear,0,5557,2016-01-09 14:00:00,1
,284.1,0.0,0.0,50,Clear,0,5818,2016-01-09 15:00:00,1
,283.78,0.0,0.0,75,Clouds,0,6272,2016-01-09 16:00:00,1
,283.52,0.0,0.0,75,Clouds,1,5944,2016-01-09 17:00:00,1
,283.32,0.0,0.0,90,Clouds,1,4949,2016-01-09 18:00:00,1
,282.06,0.0,0.0,90,Clouds,1,3511,2016-01-09 19:00:00,1
,281.95,0.0,0.0,90,Clouds,0,3039,2016-01-09 20:00:00,1
,281.81,0.0,0.0,90,Clouds,0,2679,2016-01-09 21:00:00,1
,282.16,0.0,0.0,90,Clouds,0,2094,2016-01-09 22:00:00,1
,282.53,0.0,0.0,90,Clouds,0,1284,2016-01-09 23:00:00,1
,283.91,0.0,0.0,90,Clouds,0,630,2016-01-10 00:00:00,1
,284.64,0.0,0.0,90,Clouds,0,410,2016-01-10 01:00:00,1
,284.61,0.0,0.0,90,Clouds,0,331,2016-01-10 02:00:00,1
,283.18,0.0,0.0,72,Drizzle,0,372,2016-01-10 03:00:00,1
,282.26,0.0,0.0,72,Rain,0,739,2016-01-10 04:00:00,1
,280.77,0.0,0.0,72,Drizzle,0,2561,2016-01-10 05:00:00,1
,278.53,0.0,0.0,75,Clouds,0,5586,2016-01-10 06:00:00,1
,277.64,0.0,0.0,75,Clouds,1,6992,2016-01-10 07:00:00,1
,277.9,0.0,0.0,90,Clouds,1,5860,2016-01-10 08:00:00,1
,278.18,0.0,0.0,90,Clouds,1,5230,2016-01-10 09:00:00,1
,279.29,0.0,0.0,75,Clouds,0,4864,2016-01-10 10:00:00,1
,280.45,0.0,0.0,75,Clouds,0,5146,2016-01-10 11:00:00,1
,280.95,0.0,0.0,40,Clouds,0,5526,2016-01-10 12:00:00,1
,281.74,0.0,0.0,40,Clouds,0,5383,2016-01-10 13:00:00,1
,281.84,0.0,0.0,75,Clouds,0,5758,2016-01-10 14:00:00,1
,282.45,0.0,0.0,75,Clouds,0,5889,2016-01-10 15:00:00,1
,282.2,0.0,0.0,75,Clouds,0,6057,2016-01-10 16:00:00,1
,281.54,0.0,0.0,40,Clouds,1,6028,2016-01-10 17:00:00,1
,280.21,0.0,0.0,20,Clouds,1,5257,2016-01-10 18:00:00,1
,282.2,0.0,0.0,56,Clear,0,1897,2016-01-10 19:00:00,1
,272.58,0.0,0.0,1,Clear,0,1335,2016-01-10 20:00:00,1
,272.06,0.0,0.0,1,Clear,0,769,2016-01-10 21:00:00,1
,270.99,0.0,0.0,1,Clear,0,570,2016-01-10 22:00:00,1
,270.29,0.0,0.0,20,Clouds,0,413,2016-01-10 23:00:00,1
,269.48,0.0,0.0,1,Clear,0,399,2016-01-11 00:00:00,1
,269.27,0.0,0.0,1,Clear,0,740,2016-01-11 01:00:00,1
,268.91,0.0,0.0,1,Clear,0,1420,2016-01-11 02:00:00,1
,268.98,0.0,0.0,75,Clouds,1,2220,2016-01-11 03:00:00,1
,269.23,0.0,0.0,40,Clouds,1,3479,2016-01-11 04:00:00,1
,272.61,0.0,0.0,40,Clouds,1,4546,2016-01-11 05:00:00,1
,276.78,0.0,0.0,20,Clouds,0,4579,2016-01-11 06:00:00,1
,279.22,0.0,0.0,1,Clear,0,4438,2016-01-11 07:00:00,1
,280.35,0.0,0.0,1,Clear,0,4623,2016-01-11 08:00:00,1
,281.81,0.0,0.0,1,Clear,0,4440,2016-01-11 09:00:00,1
,283.05,0.0,0.0,1,Clear,0,4495,2016-01-11 10:00:00,1
,283.96,0.0,0.0,1,Clear,0,4483,2016-01-11 11:00:00,1
,284.53,0.0,0.0,1,Clear,0,4591,2016-01-11 12:00:00,1
,284.44,0.0,0.0,1,Clear,1,4477,2016-01-11 13:00:00,1
,283.64,0.0,0.0,1,Clear,1,4221,2016-01-11 14:00:00,1
,281.85,0.0,0.0,20,Clouds,1,3672,2016-01-11 15:00:00,1
,281.38,0.0,0.0,1,Clear,0,3015,2016-01-11 16:00:00,1
,281.84,0.0,0.0,75,Clouds,0,2769,2016-01-11 17:00:00,1
,282.23,0.0,0.0,90,Clouds,0,2875,2016-01-11 18:00:00,1
,282.18,0.0,0.0,90,Clouds,0,1931,2016-01-11 19:00:00,1
,282.49,0.0,0.0,90,Clouds,0,1309,2016-01-11 20:00:00,1
,282.54,0.0,0.0,90,Clouds,0,870,2016-01-11 21:00:00,1
,282.58,0.0,0.0,90,Clouds,0,654,2016-01-11 22:00:00,1
,282.23,0.0,0.0,90,Clouds,0,364,2016-01-11 23:00:00,1
,282.08,0.0,0.0,90,Clouds,0,262,2016-01-12 00:00:00,1
,282.23,0.0,0.0,90,Clouds,0,505,2016-01-12 01:00:00,1
,282.24,0.0,0.0,90,Clouds,0,861,2016-01-12 02:00:00,1
,282.24,0.0,0.0,90,Clouds,1,1132,2016-01-12 03:00:00,1
,282.24,0.0,0.0,57,Mist,1,1797,2016-01-12 04:00:00,1
,282.43,0.0,0.0,57,Drizzle,1,2685,2016-01-12 05:00:00,1
,282.43,0.0,0.0,57,Mist,1,2685,2016-01-12 06:00:00,1
,282.43,0.0,0.0,57,Haze,1,2685,2016-01-12 07:00:00,1
,282.33,0.0,0.0,57,Drizzle,0,3370,2016-01-12 08:00:00,1
,282.33,0.0,0.0,57,Mist,0,3370,2016-01-12 09:00:00,1
,282.82,0.0,0.0,57,Drizzle,0,3662,2016-01-12 10:00:00,1
,282.82,0.0,0.0,57,Mist,0,3662,2016-01-12 11:00:00,1
,283.33,0.0,0.0,57,Mist,0,4076,2016-01-12 12:00:00,1
,283.33,0.0,0.0,57,Rain,0,4076,2016-01-12 13:00:00,1
,283.33,0.0,0.0,57,Drizzle,0,4076,2016-01-12 14:00:00,1
,283.75,0.0,0.0,93,Rain,0,4128,2016-01-12 15:00:00,1
,283.75,0.0,0.0,93,Mist,0,4128,2016-01-12 16:00:00,1
,283.75,0.0,0.0,93,Drizzle,0,4128,2016-01-12 17:00:00,1
,284.09,0.0,0.0,93,Mist,0,4358,2016-01-12 18:00:00,1
,284.09,0.0,0.0,93,Rain,0,4358,2016-01-12 19:00:00,1
,284.09,0.0,0.0,93,Drizzle,0,4358,2016-01-12 20:00:00,1
,284.55,0.0,0.0,93,Mist,0,4342,2016-01-12 21:00:00,1
,284.55,0.0,0.0,93,Rain,0,4342,2016-01-12 22:00:00,1
,284.68,0.0,0.0,93,Mist,0,4234,2016-01-12 23:00:00,1
,284.64,0.0,0.0,93,Rain,1,4271,2016-01-13 00:00:00,1
,284.64,0.0,0.0,93,Mist,1,4271,2016-01-13 01:00:00,1
,284.4,0.0,0.0,93,Mist,1,4080,2016-01-13 02:00:00,1
,284.17,0.0,0.0,93,Mist,1,3453,2016-01-13 03:00:00,1
,284.03,0.0,0.0,93,Mist,0,2718,2016-01-13 04:00:00,1
,283.58,0.0,0.0,93,Mist,0,2439,2016-01-13 05:00:00,1
,283.04,0.0,0.0,93,Mist,0,1819,2016-01-13 06:00:00,1
,281.95,0.0,0.0,93,Mist,0,1002,2016-01-13 07:00:00,1
,281.95,0.0,0.0,93,Fog,0,1002,2016-01-13 08:00:00,1
,281.61,0.0,0.0,93,Mist,0,542,2016-01-13 09:00:00,1
,281.61,0.0,0.0,93,Fog,0,542,2016-01-13 10:00:00,1
,281.57,0.0,0.0,85,Fog,0,303,2016-01-13 11:00:00,1
,281.42,0.0,0.0,85,Fog,0,239,2016-01-13 12:00:00,1
,281.29,0.0,0.0,85,Mist,0,335,2016-01-13 13:00:00,1
,281.29,0.0,0.0,85,Fog,0,335,2016-01-13 14:00:00,1
,281.02,0.0,0.0,85,Mist,0,810,2016-01-13 15:00:00,1
,281.02,0.0,0.0,85,Fog,0,810,2016-01-13 16:00:00,1
,280.82,0.0,0.0,85,Mist,0,2606,2016-01-13 17:00:00,1
,280.82,0.0,0.0,85,Fog,0,2606,2016-01-13 18:00:00,1
,280.39,0.0,0.0,85,Mist,0,5714,2016-01-13 19:00:00,1
,280.19,0.0,0.0,100,Mist,1,6798,2016-01-13 20:00:00,1
,279.82,0.0,0.0,100,Mist,1,6114,2016-01-13 21:00:00,1
,279.75,0.0,0.0,100,Mist,1,5094,2016-01-13 22:00:00,1
,280.07,0.0,0.0,100,Mist,0,4473,2016-01-13 23:00:00,1
,280.32,0.0,0.0,90,Clouds,0,4529,2016-01-14 00:00:00,1
,281.72,0.0,0.0,100,Clear,0,4823,2016-01-14 01:00:00,1
,284.01,0.0,0.0,40,Clouds,0,4872,2016-01-14 02:00:00,1
,285.88,0.0,0.0,1,Clear,0,5238,2016-01-14 03:00:00,1
,286.87,0.0,0.0,1,Clear,0,5584,2016-01-14 04:00:00,1
,287.6,0.0,0.0,20,Clouds,0,6246,2016-01-14 05:00:00,1
,287.27,0.0,0.0,20,Clouds,1,5957,2016-01-14 06:00:00,1
,286.18,0.0,0.0,20,Clouds,1,4535,2016-01-14 07:00:00,1
,285.2,0.0,0.0,75,Clouds,1,3234,2016-01-14 08:00:00,1
,284.68,0.0,0.0,75,Clouds,0,2677,2016-01-14 09:00:00,1
,284.49,0.0,0.0,90,Clouds,0,2077,2016-01-14 10:00:00,1
,283.54,0.0,0.0,20,Clouds,0,1380,2016-01-14 11:00:00,1
,282.33,0.0,0.0,75,Clouds,0,927,2016-01-14 12:00:00,1
,281.21,0.0,0.0,20,Clouds,0,500,2016-01-14 13:00:00,1
,279.87,0.0,0.0,1,Clear,0,324,2016-01-14 14:00:00,1
,278.93,0.0,0.0,1,Clear,0,257,2016-01-14 15:00:00,1
,277.91,0.0,0.0,1,Clear,0,354,2016-01-14 16:00:00,1
,277.21,0.0,0.0,1,Clear,0,769,2016-01-14 17:00:00,1
,276.61,0.0,0.0,1,Clear,0,2769,2016-01-14 18:00:00,1
,276.11,0.0,0.0,1,Clear,0,5789,2016-01-14 19:00:00,1
,274.81,0.0,0.0,20,Clouds,1,7055,2016-01-14 20:00:00,1
,274.99,0.0,0.0,20,Clouds,1,6408,2016-01-14 21:00:00,1
,277.91,0.0,0.0,20,Clouds,1,5254,2016-01-14 22:00:00,1
,280.71,0.0,0.0,20,Clouds,0,4547,2016-01-14 23:00:00,1
,283.85,0.0,0.0,20,Clouds,0,4784,2016-01-15 00:00:00,1
,286.01,0.0,0.0,40,Clouds,0,5015,2016-01-15 01:00:00,1
,286.31,0.0,0.0,1,Clear,0,5057,2016-01-15 02:00:00,1
,288.15,0.0,0.0,75,Clouds,0,5430,2016-01-15 03:00:00,1
,289.15,0.0,0.0,75,Clouds,0,5813,2016-01-15 04:00:00,1
,288.99,0.0,0.0,75,Clouds,0,6496,2016-01-15 05:00:00,1
,288.86,0.0,0.0,75,Clouds,1,6429,2016-01-15 06:00:00,1
,288.16,0.0,0.0,90,Clouds,1,5142,2016-01-15 07:00:00,1
,287.28,0.0,0.0,68,Rain,1,3311,2016-01-15 08:00:00,1
,287.04,0.0,0.0,90,Clouds,0,2777,2016-01-15 09:00:00,1
,286.9,0.0,0.0,90,Clouds,0,2331,2016-01-15 10:00:00,1
,287.09,0.0,0.0,90,Clouds,0,1767,2016-01-15 11:00:00,1
,287.09,0.0,0.0,90,Clouds,0,1093,2016-01-15 12:00:00,1
,286.89,0.0,0.0,75,Clouds,0,554,2016-01-15 13:00:00,1
,286.93,0.0,0.0,75,Clouds,0,333,2016-01-15 14:00:00,1
,286.93,0.0,0.0,90,Clouds,0,267,2016-01-15 15:00:00,1
